[290,317,0,-85,0,319,266,276,308],[0]
[290,317,0,-85,0,318,266,276,307],[0]
[290,317,0,-85,0,320,267,276,309],[0]
[291,317,0,-85,0,319,266,276,308],[0]
[290,318,0,-85,0,319,267,276,308],[0]
[290,318,0,-86,0,320,267,276,308],[0]
[290,318,-41,-80,11,319,267,276,308],[0]
[290,318,-1,-84,0,319,266,276,308],[0]
[290,318,0,-84,0,319,267,276,308],[0]
[290,319,-41,-80,11,320,266,275,308],[0]
[288,322,-41,-80,11,318,264,274,307],[0]
[276,322,-1,-84,1,308,251,261,296],[0]
[262,322,0,-85,0,295,234,245,282],[0]
[261,327,0,-84,0,298,230,243,284],[0]
[291,334,0,85,0,329,255,270,314],[0]
[337,305,-1,-84,1,381,299,316,364],[0]
[300,327,-41,-80,11,342,263,277,324],[0]
[268,301,0,85,0,304,229,244,289],[0]
[256,291,0,85,0,295,221,235,280],[0]
[253,290,46,84,-10,294,219,233,279],[0]
[253,288,-8,59,-34,295,220,235,279],[0]
[254,291,0,79,0,296,224,238,280],[0]
[250,292,0,83,0,293,215,231,277],[0]
[245,292,41,81,16,288,212,227,272],[0]
[242,294,7,87,16,284,208,222,269],[0]
[244,296,-47,84,10,285,209,224,270],[0]
[248,297,0,85,0,290,214,229,274],[0]
[250,298,0,85,0,292,216,231,277],[0]
[251,298,0,85,0,294,215,231,278],[0]
[252,299,0,85,0,293,220,235,276],[0]
[253,297,0,85,0,294,218,232,278],[0]
[254,298,0,85,0,296,219,234,280],[0]
[255,297,0,85,0,297,220,235,281],[0]
[255,298,0,85,0,298,221,236,282],[0]
[253,297,0,85,0,296,220,235,281],[0]
[253,298,0,85,0,295,217,233,279],[0]
[251,298,0,85,0,295,217,231,278],[0]
[250,297,0,85,0,293,216,230,277],[0]
[251,297,0,85,0,294,216,231,278],[0]
[253,295,0,85,0,295,218,233,279],[0]
[257,294,0,85,0,298,220,237,282],[0]
[271,291,0,85,0,307,230,247,292],[0]
[268,287,0,85,0,305,229,246,290],[0]
[265,285,0,85,0,304,228,244,289],[0]
[262,284,-37,69,7,300,226,241,285],[0]
[260,280,74,-66,-84,298,224,239,283],[0]
[254,275,-41,-74,10,293,218,233,278],[0]
[250,266,57,-25,-81,289,215,230,275],[0]
[247,263,53,-63,-81,287,213,226,272],[0]
[243,267,-11,-80,-74,283,208,222,268],[0]
[239,274,-41,-80,11,279,205,218,264],[0]
[239,282,19,58,69,278,203,217,263],[0]
[240,290,29,32,-63,281,205,219,265],[0]
[243,294,-41,80,11,284,208,222,268],[0]
[245,298,0,85,0,286,209,224,271],[0]
[248,300,0,85,0,289,212,227,273],[0]
[252,305,0,85,0,293,215,231,277],[0]
[257,309,0,85,0,298,221,236,282],[0]
[269,308,0,85,0,309,231,248,293],[0]
[275,309,0,-84,0,315,239,255,300],[0]
[268,310,0,-84,0,307,232,248,292],[0]
[259,307,0,85,0,300,223,239,285],[0]
[255,304,0,85,0,295,220,235,280],[0]
[254,302,0,85,0,295,219,234,279],[0]
[253,296,0,85,0,293,217,232,277],[0]
[251,293,0,79,0,291,216,232,276],[0]
[250,292,0,79,0,292,216,231,276],[0]
[250,291,0,79,0,291,214,230,275],[0]
[249,292,-41,80,11,290,215,230,275],[0]
[249,293,-41,80,11,290,214,229,275],[0]
[248,292,0,85,0,290,214,229,274],[0]
[248,292,-41,80,11,290,213,228,274],[0]
[248,292,0,85,0,288,213,228,273],[0]
[247,292,47,86,-9,289,213,227,273],[0]
[248,292,0,85,0,289,213,228,273],[0]
[247,292,47,85,-10,288,213,228,273],[0]
[247,292,0,85,0,287,212,228,273],[0]
[247,291,-47,85,10,288,214,229,273],[0]
[248,292,0,85,0,289,213,228,274],[0]
[248,293,-46,84,10,288,213,228,273],[0]
[248,293,0,85,0,289,213,228,273],[0]
[245,291,89,85,22,288,213,225,271],[-1]
[246,291,-9,57,-34,289,210,226,271],[-1]
[246,289,-20,-14,-9,289,212,225,271],[-1]
[246,291,88,84,22,289,214,226,271],[-1]
[245,290,31,-39,-21,290,212,225,271],[-1]
[245,290,89,85,22,287,215,226,270],[-1]
[251,283,48,-54,-58,288,216,230,272],[-1]
[258,278,58,-42,-51,290,219,234,275],[-1]
[258,275,-8,55,54,292,219,233,277],[-1]
[257,272,-46,84,10,293,220,232,277],[-1]
[255,273,22,-77,9,290,220,231,274],[-1]
[251,272,-79,88,49,286,213,225,270],[-1]
[251,274,66,-47,62,286,212,224,269],[-1]
[253,277,49,-55,-58,288,213,226,272],[-1]
[253,280,48,-54,-58,289,214,227,272],[-1]
[252,279,49,-55,-58,289,213,226,272],[-1]
[250,281,47,-53,-57,286,211,223,269],[-1]
[248,282,49,-55,-58,284,209,222,268],[-1]
[249,281,47,-53,-57,285,210,223,269],[-1]
[250,282,49,-55,-58,284,212,223,269],[-1]
[250,282,60,-52,-57,286,211,224,270],[-1]
[249,283,81,39,-38,286,211,223,270],[-1]
[247,282,49,-55,-58,285,208,222,268],[-1]
[247,282,49,-55,-58,285,210,222,268],[-1]
[248,281,49,-55,-58,285,209,222,269],[-1]
[249,281,49,-55,-58,285,210,222,269],[-1]
[249,282,49,-55,-58,285,210,222,269],[-1]
[248,282,49,-55,-58,285,210,223,269],[-1]
[248,283,48,-54,-58,284,209,222,268],[-1]
[246,281,6,26,-57,284,208,220,268],[-1]
[245,283,49,-55,-58,282,208,220,266],[-1]
[246,282,49,-55,-58,282,207,220,266],[-1]
[245,284,49,-55,-58,284,208,221,266],[-1]
[247,284,49,-55,-58,285,208,221,267],[-1]
[247,284,58,-50,-56,285,208,221,268],[-1]
[246,284,49,-55,-58,285,208,221,267],[-1]
[245,283,49,-55,-58,283,207,220,266],[-1]
[246,284,49,-55,-58,284,207,220,267],[-1]
[246,284,54,-46,-53,282,207,220,266],[-1]
[246,284,-83,-8,42,283,208,221,267],[-1]
[246,284,49,-55,-58,284,207,221,267],[-1]
[247,284,51,-54,-58,284,208,221,267],[-1]
[246,285,60,40,-37,283,208,221,266],[-1]
[246,286,65,56,-64,284,207,221,268],[-1]
[246,285,71,-70,-57,283,206,220,266],[-1]
[246,284,49,-55,-58,284,207,221,267],[-1]
[246,285,60,60,-50,282,208,221,266],[-1]
[247,285,69,52,-50,284,207,221,268],[-1]
[246,285,61,-46,-53,284,209,221,268],[-1]
[247,284,48,-52,-56,285,208,222,268],[-1]
[247,285,66,46,-45,284,207,221,267],[-1]
[246,285,84,35,-40,284,208,221,267],[-1]
[245,285,54,-45,-52,284,207,220,267],[-1]
[246,284,49,-55,-58,282,205,219,266],[-1]
[245,284,49,-55,-58,283,207,220,267],[-1]
[246,285,77,39,-34,284,207,221,267],[-1]
[246,285,57,42,-41,284,208,220,267],[-1]
[245,286,78,41,-41,283,206,219,266],[-1]
[245,286,71,-64,-58,284,206,219,266],[-1]
[245,285,49,-55,-58,283,206,219,266],[-1]
[245,284,49,-55,-58,284,206,219,266],[-1]
[245,285,57,-50,-56,283,206,219,266],[-1]
[244,285,54,-35,-43,284,206,219,266],[-1]
[244,284,47,-52,-57,284,206,219,266],[-1]
[244,286,70,59,-59,283,207,220,266],[-1]
[244,284,50,-53,-57,282,205,218,265],[-1]
[244,285,50,-50,-55,282,205,218,265],[-1]
[244,284,49,-55,-58,282,204,218,265],[-1]
[243,285,49,-55,-58,282,204,218,265],[-1]
[245,285,49,-55,-58,282,205,219,265],[-1]
[243,285,47,-52,-57,282,204,218,265],[-1]
[243,284,49,-55,-58,282,205,218,265],[-1]
[242,285,49,-55,-58,280,205,217,264],[-1]
[243,284,49,-55,-58,282,205,218,265],[-1]
[243,286,49,-55,-58,282,205,218,264],[-1]
[243,285,49,-55,-58,281,205,218,263],[-1]
[241,284,43,-38,-46,280,203,216,263],[-1]
[241,285,44,-32,-38,280,203,216,263],[-1]
[241,283,43,-35,-43,280,204,217,263],[-1]
[242,285,49,-55,-58,280,204,217,263],[-1]
[241,284,49,-55,-58,278,203,218,261],[-1]
[219,285,-58,71,-73,260,182,198,246],[1]
[212,286,17,-10,-75,256,180,196,241],[1]
[208,286,58,-26,-81,256,180,194,240],[1]
[211,287,-89,82,-69,264,188,200,247],[1]
[218,286,-64,-80,23,266,190,206,251],[1]
[220,284,-64,-89,19,269,193,209,254],[1]
[221,283,27,-63,-86,271,197,211,256],[1]
[224,279,14,-6,-71,274,199,212,258],[1]
[224,281,-75,45,-86,272,197,212,257],[1]
[225,280,23,-11,-76,271,196,211,257],[1]
[224,280,18,-78,-78,272,198,211,255],[1]
[223,277,8,-78,-76,271,195,209,256],[1]
[221,279,-25,-86,-72,269,193,208,254],[1]
[221,282,38,-18,-81,268,193,208,254],[1]
[220,283,26,-13,-78,269,193,208,253],[1]
[222,282,23,-12,-77,266,193,208,252],[1]
[214,281,-29,-73,-36,262,185,201,247],[1]
[214,283,-36,-86,-71,260,184,199,246],[1]
[216,286,-79,73,-69,262,186,202,248],[1]
[219,286,-64,-82,23,265,189,205,251],[1]
[222,287,-74,-38,33,268,191,208,254],[1]
[223,287,1,-82,4,270,193,208,255],[1]
[222,286,-69,-39,33,268,193,209,254],[1]
[220,287,-70,-87,20,266,190,206,251],[1]
[218,286,-59,-88,18,264,189,205,250],[1]
[219,285,-51,-85,16,265,189,205,250],[1]
[221,285,54,-54,34,268,194,207,252],[1]
[219,285,1,55,-64,266,190,206,252],[1]
[219,284,-68,30,-57,266,190,205,251],[1]
[219,283,-39,-10,-80,266,190,205,251],[1]
[219,283,83,-35,-86,265,190,205,251],[1]
[221,283,25,-76,-87,267,191,207,252],[1]
[221,284,-27,85,-69,266,191,207,252],[1]
[220,284,-21,64,-66,266,191,206,252],[1]
[220,284,60,13,-45,265,190,205,251],[1]
[220,284,-53,-87,17,268,193,207,251],[1]
[220,284,-84,39,-62,266,190,205,251],[1]
[220,283,18,56,-65,267,190,205,252],[1]
[221,284,18,50,-63,266,190,206,252],[1]
[221,285,-65,72,-67,267,190,206,252],[1]
[220,284,-61,25,-52,266,190,205,251],[1]
[219,283,30,37,-88,265,190,205,251],[1]
[218,283,49,-24,-81,265,190,205,250],[1]
[219,283,39,-18,-80,265,189,205,250],[1]
[218,283,70,-21,-83,264,188,204,250],[1]
[217,285,57,15,-80,264,188,204,249],[1]
[217,284,44,-21,-81,263,188,204,249],[1]
[218,284,29,-13,-78,264,190,205,250],[1]
[219,283,38,33,-58,266,190,205,252],[1]
[220,285,-72,75,-67,265,191,206,251],[1]
[220,283,-78,37,-86,266,191,206,252],[1]
[220,284,67,-14,-85,266,191,207,252],[1]
[220,283,-51,-7,-81,266,191,206,252],[1]
[220,283,84,-44,-83,266,192,207,251],[1]
[221,283,68,-60,-87,266,192,207,252],[1]
[220,283,40,-14,-79,267,192,207,253],[1]
[222,284,-76,-85,21,271,195,209,253],[1]
[220,284,-89,43,-61,267,191,206,252],[1]
[220,283,-8,-45,-86,266,191,206,252],[1]
[220,282,25,-12,-77,266,192,207,252],[1]
